data_X,data_c
"Hyde Park nicht in mel ah, Opps, wurde verwirrt... wie auch immer, wenn tt's e best choice den wir Juz müssen es nehmen...",not spam
"Oh gei. Das passierte mir in tron. Vielleicht krank dl es in 3d, wenn es aus",not spam
"FREE MESSAGE Aktivieren Sie Ihre 500 FREE Textnachrichten, indem Sie diese Nachricht mit dem Wort FREE beantworten Für Nutzungsbedingungen besuchen Sie www.07781482378.com",spam
"Ich weiß, Mädchen immer sicher und egoistisch wissen, dass ich es pa. Danke. Gute Nacht.",not spam
"Keine Sorge, hoffnungsvolles Fotoshooting lief gut. haben einen spritzenden Spaß an der Arbeit.",not spam
Ich friere und sehne mich nach Eis.,not spam
"Kay, da sind wir schon weg.",not spam
"Es tut mir leid, dass ich nicht traurig bin, aber jetzt seh ich fern.",not spam
Yo im right by yo work,not spam
Ok Darlin i supose es war okay ich nur zu viel Sorgen.ich muss einige Filmsachen mein Kumpel zu tun und dann wieder babysit! Aber Sie können mich dort anrufen.xx,not spam
"Sie sagte, '' do u stört es, wenn ich ins Schlafzimmer für eine Minute gehen? '' ''OK'', ich sed in einer sexy Stimmung. Sie kam aus 5 minuts latr wid a cake...n Meine Frau,",not spam
"Ich wache seitdem auf. Ich überprüfte das Zeug und sah, dass seine wahre keine verfügbaren Räume. Pls rufen Sie die Botschaft oder senden Sie eine Mail an sie.",not spam
"Nein, Juz weg von der Arbeit.",not spam
"So schnell... bedeutet Dat, dass du nicht fertig gemalt hast?",not spam
Welche Zahl u leben in? Ist es 11?,not spam
"Nein, wir stellen Party 7 Tage die Woche und studieren leicht, Ich denke, wir müssen in ein paar benutzerdefinierte Checkboxen zeichnen, damit sie wissen, wir sind Hardcore",not spam
Sac wird große founder.he gesetzt batsman:-),not spam
Schicken Sie mir Yetys Nummer pls.,not spam
Wie viel wird es kosten ca.. pro Monat.,not spam
"Ok... der Theorietest? Wann wirst du buchen? Ich denke, es ist auf 21 Mai. Coz dachte, mit Jiayin ausgehen. Aber sie ist nicht frei",not spam
"Sie werden von unserem Dating-Service von jemandem kontaktiert, den Sie kennen! Um herauszufinden, wer es ist, rufen Sie von einer Landlinie 090500000928 an. PoBox45W2TG150P",spam
"Er soll mich anrufen, wenn er weiß, was er will oder Fragen hat.",not spam
"Tut mir leid, wir sind auf dem Weg.",not spam
"Dann gehen Sie zurück, lor...",not spam
Ich bin auf der Gasstation.,not spam
"K, wenn du dich langweilst, komm einfach zu mir nach Hause.",not spam
Babe!!! Ich liebe dich!!! *bedeckt dein Gesicht in Küsse*,not spam
"Als hätte ich ihn einmal übergeben, als wir im Auto unseres Freundes rauchten.",not spam
Ich habe es noch nicht überprüft da...,not spam
Du gehst zu Walmart. Ich bleibe.,not spam
"Ich habe dich nicht vergessen, ich habe vielleicht ein paar Mäuse, um dich morgen zu schicken, k? Ich liebe dich auch",not spam
"Ich störe ihn mehr, damit wir reden können.",not spam
Das ist keine Mathematik.,not spam
"Gern geschehen, dass ich wieder gebrochenes Englisch benutzt habe.",not spam
Ich habe angerufen und eine Nachricht hinterlassen.,not spam
"Tut mir leid, ich rufe später an.",not spam
Welche Marke?,not spam
"Es tut mir leid, ich kann nicht nehmen Sie Ihren Anruf jetzt. Es passiert so, dass es r 2waxsto tun wat Sie wollen. Sie kann kommen und krank bekommen ihre Krankenversicherung. Und sie wird in der Lage zu liefern und haben grundlegende Pflege. Ich bin derzeit für die richtige Krankenversicherung für sie einkaufen. Also geben Sie mir bis Freitagmorgen. Das ist, wenn ich die große Person, die mich zur richtigen Versicherung führen kann sehen.",not spam
Zu welchem Zeitpunkt kommst du?,not spam
"Ruf ihn an und sag, dass du heute nicht kommst, okay und sag ihnen, sie sollen mich nicht so täuschen.",not spam
Ich mailte Yifeng meinen Teil oredi.. Kann ich es von ihm..,not spam
"R u sicher, dass sie das verstehen werden! Wein * gute Idee hatte nur einen Schlürf!",not spam
Minimaler Spaziergang ist 3 Meilen pro Tag.,not spam
"Kein Problem wird ihnen morgen und Dienstag ein Taxi besorgen. Am Dienstag denken wir, dass wir alle ins Kino gehen.",not spam
"Brainless Baby Doll.:-D;-), Fahrzeug Sariyag fahren Madoke Barolla..",not spam
"Ich renne nicht weg frm u... ich gehe langsam &amp; es tötet mich, dass u nicht genug interessiert, um mich zu stoppen...",not spam
"Tut mir leid, dass ich deinen Anruf verpasst habe, lass uns reden, wenn du Zeit hast. Ich bin auf 07090201529",spam
Bitte besuchen Sie das Telefon:),not spam
"Du kannst jeden anrufen, aber du hast nicht einmal einen einzigen Anruf von mir angenommen.",not spam
Keine Nachrichten auf ihrem Handy.,not spam
Kann... ich bin frei...,not spam
"Meine Reise wurde verschoben, hast du immer noch auf Lager?",not spam
"Tut mir leid, ich rufe später an.",not spam
"Ich warte auf Ihren Anruf, Sir.",not spam
"Hey, was machst du da?",not spam
"Hey Elaine, ist das heutige Treffen noch an?",not spam
"Tut mir leid, dass ich nicht zu dem Ort gegangen bin.",not spam
"Die meiste Zeit, wenn ich nicht zulasse, dass du mich umarmst, ist es, damit ich nicht in Tränen einbreche.",not spam
"Morgen werde ich nicht ins Theater gehen... Also kann ich kommen, wo immer ich mich anrufe... Sag mir, wo und wann ich morgen kommen soll",not spam
Und jetzt ging der Strom einfach fml aus.,not spam
"Sieht so aus, als hättest du was anderes als Rauch gefunden, tolle Arbeit!",not spam
Auch andros Eis usw.,not spam
:)..............................................................................................................................................................................................................................................................,not spam
"Guter Afternon, meine Liebe. Wie geht es heute? Ich hoffe, Ihr gut und vielleicht haben ein paar Interviews. Ich wache auf und vermisse Sie Babe. Ein leidenschaftlicher Kuss von über dem Meer",not spam
"Glaubst du wirklich, dass ich Shuhui geschickt habe?",not spam
Wie diese Uhr sich verändert,not spam
"Liebe Umma, sie hat mich jetzt angerufen :-)",not spam
"Ich bin gerade fertig, ich vermisse dich.",not spam
Kostenlose 4 STAR Ibiza Holiday oder £ 10.000 Geld benötigt Ihre URGENT Sammlung. 09066364349 JETZT von Festnetze nicht zu verlieren! Box434SK38WP150PPM18+,spam
"Nun, ich meinte, im Gegensatz zu meiner betrunkenen Nacht vorher",not spam
Muss ein nicht huh? also gehen für Yoga-Grundlagen am Sonntag?,not spam
"FREE MSG:Wir haben Ihre Handynummer aus Versehen aus Shortcode 83332 in Rechnung gestellt.Bitte rufen Sie 08081263000 an, um Gebühren zurückerstattet zu haben.Dieser Anruf ist kostenlos aus einem BT Festnetz",spam
"Okay, kann...",not spam
"Oops - bin bei meiner Mutter in somerset... Bisschen weit! Zurück tomo, bis bald x",not spam
Also u arbeiten in Überstunden Nigpun?,not spam
Gleiches wie Kallis-Abweisung im 2. Test:-).,not spam
"O. Schätze, sie wurden beide verarscht",not spam
"Bitte rufen Sie 08712402972 sofort an, da eine dringende Nachricht auf Sie wartet.",spam
"Ich bin in einem Meeting, ruf mich später an.",not spam
Was kocht mich zum Abendessen?,not spam
"Okay, Thanx...",not spam
"Dein Plan war, mit mir ohne Sorge zu IKEA zu fliegen, also muss ich an einem anderen Tag mit deinem Schlamassel leben.",not spam
Dann kaufe ich.,not spam
URGENT! Ihre Handy-Nummer wurde mit einem £2000 Bonus Caller Prize ausgezeichnet. Rufen Sie 09058095201 von Land Linie. Nur gültig 12 Stunden,spam
"Heehee, das war so lustig tho",not spam
Es macht nur einfache arithmetische nicht Prozentsätze.,not spam
"Ja, wir würden nicht für mindestens eine Stunde gehen, wie ist 4 Ton?",not spam
"Als geschätzter Kunde, Ich freue mich, Sie zu beraten, dass nach der jüngsten Überprüfung Ihrer Mob Nr. Sie mit einem £ 1500 Bonus-Preis ausgezeichnet werden, rufen 09066364589",spam
Schönen Tag noch.,not spam
"Ein erstaunliches Zitat'' - ""Manchmal im Leben ist es schwierig zu entscheiden, was falsch ist!! eine Lüge, die ein Lächeln oder die Wahrheit bringt, die eine Träne bringt...""",not spam
"Gute Nacht, meine Liebe.",not spam
"Dann bitte ich Dad, bis 6 Uhr zu bleiben.",not spam
"Jus Chillaxin, was gibt's?",not spam
Hey DAS COOL... IKNOW ALLE 2 WELLDA PERIL STUDENTFINANZIELLER KRISE!SPK 2 U L8R.,not spam
"Schöne Wahrheit gegen Schwerkraft. Lesen Sie sorgfältig: ""Unser Herz fühlt sich leicht, wenn jemand darin ist.. Aber es fühlt sich sehr schwer, wenn jemand es verlässt..""",not spam
Möchten Sie ein neues Nokia 3510i Farbtelefon geliefertTomorrow? Mit 300 freien Minuten zu jedem Handy + 100 kostenlose Texte + kostenlose Camcorder Antwort oder Anruf 08000930705,spam
"Was ist das über den Hügel kommen..... Ist es ein Monster! Hoffe, Sie haben einen tollen Tag. Dinge r gehen gut hier, beschäftigt aber!",not spam
Joy's Vater ist John. Dann ist John die ____ des Vaters von Joy. Wenn Sie ths Sie hav &lt;#&gt; IQ. Tis s IAS Frage versuchen zu beantworten.,not spam
"Nur einmal, dann, wenn du krank bist, gehorche allen deinen.",not spam
"Nein, hat sie nicht. Ich werde online suchen und Sie wissen lassen.",not spam
"Wo musst du hin, um es zu bekommen?",not spam
Kein Bild. Bitte senden Sie es erneut.,not spam
Er bleibt ein Bruder unter den Brüdern,not spam
"Uhhhrmm ist nicht mit tb Test schlecht, wenn Sie krank sind",not spam
Aber ich haf enuff Raum bekam wie 4 mb...,not spam
"LIFE war noch nie so viel Spaß und toll, bis du reingekommen bist. Du hast es wirklich speziell für mich gemacht. Ich werde dich nicht vergessen! genieße @ one gbp/sms",spam
Möchten Sie ein neues Video Telefon? 600 jederzeit jedes Netzwerk Minuten 400 Inklusive Video Anrufe und Downloads 5 pro Woche Kostenlos delTOMORROW Anruf 08002888812 oder antworten Sie JETZT,spam
"Als geschätzter Kunde, Ich freue mich, Sie zu beraten, dass nach der jüngsten Überprüfung Ihrer Mob No. Sie mit einem £ 1500 Bonus-Preis ausgezeichnet werden, rufen 09066368470",spam
Willkommen! Bitte antworten Sie mit Ihrem AGE und GENDER zu beginnen. z.B. 24M,spam
Freemsg: 1-Monat unbegrenzte kostenlose Anrufe! Aktivieren Sie SmartCall Txt: Rufen Sie auf: 68866. Subscriptn3gbp/wk unbegrenzte Anrufe Hilfe: 08448714184 Stop?txt Stop Festnetz nur,spam
"Hatten Sie Ihr Handy 10 mths? Update auf neueste Orange Kamera / Video-Handys kostenlos. Sparen Sie £s mit kostenlosen Texten / Wochenend-Anrufe. Text JA für einen Rückruf oder Nein, um sich zu deaktivieren",spam
Am new 2 club & dont fink we met yet Will B gr8 2 C U Bitte verlassen Sie msg 2 day wiv ur Bereich 09099726553 Antwort versprochen CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,spam
Es ist einfacher mit ihr hier.,not spam
"Sicher, aber da meine Eltern am Dienstag arbeiten werden, brauche ich nicht wirklich eine Cover-Story",not spam
Haha okay... heute Wochenende leh...,not spam
"Hallo Darlin, hast du mich angerufen?",not spam
"Ich weiß nicht, Jack Scheiße über irgendetwas oder ich würde sagen / fragen etwas hilfreich, aber wenn Sie wollen, können Sie so tun, als hätte ich und einfach sims mir, was auch immer als Antwort auf die hypothetischehuagauahahuagahyuhagga",not spam
Du warst immer der Klugscheißer.,not spam
"Ja, wenn wir einen zufälligen Typen brauchen, müssen wir unsere Infoblätter in PARTY &lt;#&gt; /7 ändern, nur um sicher zu sein.",not spam
Kamera - Sie erhalten eine SiPix Digitalkamera! Telefon 09061221066 ausm Festnetz. Lieferung innerhalb von 28 Tagen.,spam
"Weihnachten ist eine Gelegenheit, die als Reflektion der UR gefeiert wird... Werte..., Wünsche..., Affections...&amp; Traditionen.... Haben Sie ein ideales Weihnachten...",not spam
Senden Sie Grüße von Freude und Glück. Haben Sie einen gr8 Abend,not spam
"Hallo Darlin, ich kann morgen alles tun, wie meine Eltern nehmen mich für eine Mahlzeit. Wann sind u frei? Katexxx",not spam
"Wenn India-Gewinn oder Level-Serie bedeutet, dass dies Rekord ist:)",not spam
Was ist dann mit einem weiteren Plan?,not spam
"Es ist schön, von dir zu hören",not spam
"Wie soll ich mit dem Tor umgehen? Charles sagte mir gestern Abend, aber, uh, yeah",not spam
Wann denkst du ans Gehen?,not spam
Holen Sie sich eine kostenlose mobile Video-Player Kostenlose Film. Um Text zu sammeln GO to 89105. Seine kostenlos! Extra-Filme können bestellt werden t's und c's gelten.,spam
Sparen Sie Geld auf Hochzeitsunterwäsche bei www.bridal.petticoatdreams.co.uk Wählen Sie aus einer hervorragenden Auswahl mit nationaler Lieferung.,spam
Ihr Board funktioniert gut. Das Problem der Überhitzung ist auch reslove. Aber immer noch Software-Inst steht aus. Ich werde um 8 'o Uhr kommen.,not spam
"Ja, aber es ist mir egal, weil ich es dort kenne!",not spam
"wiskey Brandy Rum Gin Bier Vodka Scotch Shampain Wein ""KUDI""yarasu dhina vaazhthukkal...",not spam
"Mon okie lor... Haha, am besten ist billig n gd food la, ex oso okie... Hängt davon ab, ob Wana westliches oder chinesisches Essen essen... Denen, die u bevorzugen...",not spam
Es gibt nichts zu tun. U leh beschäftigt w arbeiten?,not spam
Seine &lt;#&gt; k hier oh. Sollte ich nach Hause zum Verkauf schicken.,not spam
Entschuldigung...............................................................................................................................................................................................................................................................,not spam
"Du erzählst mir nur, was passiert ist.",not spam
"Ja, wir waren 2 Stunden draußen und ich rief meine ganze Familie an, um sie aufzuwecken, weil es um 1 Uhr begann.",not spam
Ich bin gerade aus dem Unterricht rausgekommen.,not spam
"Heutzutage sind die Menschen nicht ixiquating die laxinorfizierte Gelegenheit für bambling der Entropikation.... Haben Sie jemals oblisingately gewählt Ur Bücher für die Masteriastering Amplikater der Fidalfizierung? Es ist sehr champlaxigating, ich denke, es ist grauenhaft.. Wotz Ur Meinung??? Junna",not spam
"Ich habe keine Ihrer Akten in meiner Tasche..i war in der Arbeit, als Sie mich riefen.i 'll Ihnen sagen, wenn ich etwas in meinem Zimmer finde.",not spam
"Keine Notwendigkeit Lar. Jus Testen e Telefonkarte. Dunno Netzwerk nicht gd i thk. Ich warte 4 meine sis 2 Finish Baden, so dass ich baden kann. Dun stören u liao u cleaning ur room.",not spam
"Ok, ich mach's dir später.",not spam
"Freundschaftsgedicht: Lieber O Liebe U R nicht in der Nähe, aber ich kann hören, Dont Get Fear Live mit Cheer No More Tear U R Immer meine Liebe. Gud ni8",not spam
Essen Sie zu Mittag und kommen Sie schnell und öffnen Sie die Tür:),not spam
"Rufen Sie mich jetzt hier die ganze Nacht mit nur meinen knickers auf. Lassen Sie mich dafür betteln, wie U letztes Mal 01223585236 XX Luv Nikiyu4.net",spam
Ich bin wieder da. Ein bisschen lang wegen Unfall auf a30. Musste über wadebridge ablenken.Ich hatte ein brillantes Wochenende Dank. Sprechen Sie bald. Viel Liebe,not spam
"K.. I yan jiu liao... Sat können wir 4 buggis vill ein frm 10 bis 3 den hop zu parco 4 nb gehen. Sonne kann cine frm 1030 bis 2 gehen, den hop to orc mrt 4 hip hop bei 4...",not spam
Bloomberg -Message center +447797706009 Warum warten? Bewerben Sie sich für Ihre Zukunft http://careers. bloomberg.com,spam
Ich suche eine Dame auf der Straße und einen Freak in den Laken.,not spam
Mein Telefon,not spam
"Haha Figuren, nun, ich fand das Stück und Priscillas Schale",not spam
"Ficken Sie das, tun Sie einfach was auch immer, finden Sie eine Ausrede, um in Tampa an einem gewissen Punkt vor Januar obwohl",not spam
"URGENT! Wir versuchen, Kontakt U. Todays Ziehung zeigt, dass Sie einen £800 Preis gewonnen haben GARANTEED. Rufen Sie 09050001808 von der Landlinie. Anspruch M95. Nur gültig12hs",spam
yay! endlich lol. Ich verpasste unsere Kinoreise letzte Woche :-(,not spam
Ganztägig Werktag:)außer Samstag und Sonntag.,not spam
"aathi..wo bist du, Liebling..",not spam
Herz ist leer ohne Liebe. Geist ist leer ohne Weisheit. Augen r leer ohne Träume &amp; Das Leben ist leer ohne Frnds.. So Alwys Be In Touch. Gute Nacht &amp; süße Träume,not spam
"Ich glaube, ich warte auf den gleichen Bus! Informieren Sie mich, wenn Sie dort ankommen, wenn Sie jemals dort ankommen.",not spam
Kommst du bald wieder zurück?,not spam
Nur eine kurze Frage.,not spam
"Die Nacht ist für einen anderen Tag beendet, der Morgen ist auf besondere Weise gekommen. Mögen Sie lächeln wie die Sonnenstrahlen und lassen Sie Ihre Sorgen in der blauen Bucht. Gud mrng",not spam
"Ich kann wohl vorbeikommen, jeder hat sich um &lt;#&gt; gekümmert, richtig?",not spam
"Ich bekam es, bevor das neue Jahr cos yetunde sagte, sie wollte Sie mit ihm überraschen, aber wenn ich nicht Geld sah, habe ich es Mitte Januar zurück, bevor die &lt;#&gt; Tag Rückkehrperiode endete.",not spam
"Ich kann fragen, aber es gibt nicht viel in Bezug auf die Mitte hier oben",not spam
"Achten Sie darauf, Ihre Yahoo-E-Mail zu überprüfen. Wir schickten Fotos gestern",not spam
Wonach hat sie gesucht?,not spam
Where ist mein Spielzeug? :-(,not spam
Möchten Sie ein NEUES Video Telefon750 jederzeit jedes Netzwerk Minuten 150 Text für nur fünf Pfund pro Woche rufen Sie 08000776320 jetzt oder beantworten Sie für Lieferung morgen,spam
"Hallo, meine Liebe! Wie geht es an diesem Tag? Ich wünsche Ihnen gut und feine Babe und hoffe, dass Sie einige Job-Perspektiven finden. Ich vermisse dich, Spielzeug... * ein neckender Kuss *",not spam
"Sagen Sie meinem schlechten Charakter, die u Dnt lik in mir. Ich werde versuchen, in ändern &lt;#&gt;. Ich füge tat 2 meine Neujahrsauflösung. Warten auf ur reply.Be frank...good morning.",not spam
"Nein:-)ich habe Gerüchte bekommen, dass Sie eine Wohnung in Chennai kaufen werden:-)",not spam
"Ja, wahrscheinlich früher als das",not spam
Fenster-Abmelde-Sound ändern..,not spam
Ich habe es noch nicht überprüft da...,not spam
Ich bin auch ins Zimmer gekommen.,not spam
"Huh, aber ich bekam Lektion bei 4 Lei n ich dachte an gehen zu sch früher n i tot parkin bei kent vale...",not spam
In Ordnung.,not spam
Ich werde Büro rund um &lt;DECIMAL&gt;. &amp; mein Handy haben Probleme. Sie können nicht meine Stimme. Also rufen Sie asa Ich werde kostenlos,not spam
"Cool, sims mir, wenn du rausgehst",not spam
"Sie werden von unserem Dating-Service von jemandem kontaktiert, den Sie kennen! Um herauszufinden, wer es ist, rufen Sie von einer Landlinie 09050000878 an. PoBox45W2TG150P",spam
"Wan2 gewinnen ein Meet+Greet mit Westlife 4 U oder ein m8? Sie sind derzeit auf welcher Tour? 1) unzerbrechlich, 2) ungezähmt, 3) ungepflegt. Text 1,2 oder 3 bis 83049. Kosten 50p +std Text",spam
Alles Gute zum Geburtstag... könnte u finden ur Prinz charmant bald n dun Arbeit zu hart...,not spam
"Oh, der Großer hat ein bisschen eine Party, aber es erwähnt keine Tarnung, also ist es wahrscheinlich der Erste, der zuerst serviert wird.",not spam
"Du sagtest zu mir, bevor ich wieder ins Bett ging, dass du für nichts schlafen kannst.",not spam
"Ich hoffe, Sie arnt angepisst, aber id würde wirklich gerne sehen Sie morgen. Liebe mich xxxxxxxxxxxxX",not spam
